'Time','ECG1','ECG2'
'[11:30:13.547]',-0.165,-0.005
'[11:30:13.555]',-0.175,0.005
'[11:30:13.563]',-0.155,0.025
'[11:30:13.570]',-0.125,0.045
'[11:30:13.578]',-0.115,0.035
'[11:30:13.586]',-0.105,0.075
'[11:30:13.594]',-0.085,0.065
'[11:30:13.602]',-0.015,0.055
'[11:30:13.609]',0.035,0.025
'[11:30:13.617]',0.035,0.035
'[11:30:13.625]',0.045,0.005
'[11:30:13.633]',0.015,-0.005
'[11:30:13.641]',-0.035,-0.015
'[11:30:13.648]',-0.085,-0.015
'[11:30:13.656]',-0.155,-0.055
'[11:30:13.664]',-0.195,-0.075
'[11:30:13.672]',-0.245,-0.065
'[11:30:13.680]',-0.275,-0.065
'[11:30:13.688]',-0.265,-0.045
'[11:30:13.695]',-0.265,-0.025
'[11:30:13.703]',-0.345,0.055
'[11:30:13.711]',-0.585,0.135
'[11:30:13.719]',-0.655,0.185
'[11:30:13.727]',-0.215,-0.025
'[11:30:13.734]',0.395,-0.485
'[11:30:13.742]',0.505,-0.665
'[11:30:13.750]',0.055,-0.535
'[11:30:13.758]',-0.355,-0.315
'[11:30:13.766]',-0.445,-0.075
'[11:30:13.773]',-0.435,0.015
'[11:30:13.781]',-0.345,-0.005
'[11:30:13.789]',-0.305,-0.025
'[11:30:13.797]',-0.295,-0.015
'[11:30:13.805]',-0.265,-0.005
'[11:30:13.813]',-0.265,-0.005
'[11:30:13.820]',-0.275,0.005
'[11:30:13.828]',-0.275,0.005
'[11:30:13.836]',-0.275,0.015
'[11:30:13.844]',-0.255,0.025
'[11:30:13.852]',-0.245,0.035
'[11:30:13.859]',-0.245,0.055
'[11:30:13.867]',-0.205,0.065
'[11:30:13.875]',-0.195,0.085
'[11:30:13.883]',-0.185,0.105
'[11:30:13.891]',-0.175,0.105
'[11:30:13.898]',-0.155,0.135
'[11:30:13.906]',-0.105,0.145
'[11:30:13.914]',-0.075,0.135
'[11:30:13.922]',-0.005,0.145
'[11:30:13.930]',0.065,0.135
'[11:30:13.938]',0.085,0.125
'[11:30:13.945]',0.105,0.135
'[11:30:13.953]',0.125,0.125
'[11:30:13.961]',0.105,0.125
'[11:30:13.969]',0.085,0.105
'[11:30:13.977]',0.045,0.095
'[11:30:13.984]',-0.015,0.065
'[11:30:13.992]',-0.065,0.035
'[11:30:14.000]',-0.135,0.025
'[11:30:14.008]',-0.175,0.015
'[11:30:14.016]',-0.205,-0.005
'[11:30:14.023]',-0.245,-0.005
'[11:30:14.031]',-0.255,-0.005
'[11:30:14.039]',-0.235,-0.005
'[11:30:14.047]',-0.255,-0.005
'[11:30:14.055]',-0.245,-0.015
'[11:30:14.063]',-0.235,-0.005
'[11:30:14.070]',-0.245,-0.005
'[11:30:14.078]',-0.255,0.005
'[11:30:14.086]',-0.245,0.025
'[11:30:14.094]',-0.225,0.035
'[11:30:14.102]',-0.195,0.045
'[11:30:14.109]',-0.175,0.055
'[11:30:14.117]',-0.145,0.055
'[11:30:14.125]',-0.115,0.065
'[11:30:14.133]',-0.055,0.045
'[11:30:14.141]',-0.005,0.015
'[11:30:14.148]',-0.005,0.025
'[11:30:14.156]',-0.015,0.015
'[11:30:14.164]',-0.065,-0.005
'[11:30:14.172]',-0.095,-0.015
'[11:30:14.180]',-0.165,-0.025
'[11:30:14.188]',-0.215,-0.065
'[11:30:14.195]',-0.285,-0.075
'[11:30:14.203]',-0.325,-0.065
'[11:30:14.211]',-0.335,-0.055
'[11:30:14.219]',-0.325,-0.065
'[11:30:14.227]',-0.315,-0.015
'[11:30:14.234]',-0.505,0.065
'[11:30:14.242]',-0.765,0.145
'[11:30:14.250]',-0.615,0.175
'[11:30:14.258]',0.045,-0.045
'[11:30:14.266]',0.675,-0.655
'[11:30:14.273]',0.435,-0.655
'[11:30:14.281]',-0.145,-0.525
'[11:30:14.289]',-0.465,-0.275
'[11:30:14.297]',-0.495,-0.055
'[11:30:14.305]',-0.455,-0.005
'[11:30:14.313]',-0.365,-0.015
'[11:30:14.320]',-0.335,-0.025
'[11:30:14.328]',-0.315,-0.015
'[11:30:14.336]',-0.305,-0.005
'[11:30:14.344]',-0.315,-0.005
'[11:30:14.352]',-0.315,-0.005
'[11:30:14.359]',-0.305,0.005
'[11:30:14.367]',-0.285,0.015
'[11:30:14.375]',-0.255,0.025
'[11:30:14.383]',-0.245,0.025
'[11:30:14.391]',-0.245,0.035
'[11:30:14.398]',-0.245,0.065
'[11:30:14.406]',-0.215,0.065
'[11:30:14.414]',-0.185,0.085
'[11:30:14.422]',-0.165,0.105
'[11:30:14.430]',-0.135,0.105
'[11:30:14.438]',-0.075,0.125
'[11:30:14.445]',-0.045,0.125
'[11:30:14.453]',-0.005,0.135
'[11:30:14.461]',0.045,0.135
'[11:30:14.469]',0.085,0.125
'[11:30:14.477]',0.115,0.115
'[11:30:14.484]',0.125,0.105
'[11:30:14.492]',0.145,0.105
'[11:30:14.500]',0.145,0.085
'[11:30:14.508]',0.095,0.075
'[11:30:14.516]',0.035,0.055
'[11:30:14.523]',-0.025,0.025
'[11:30:14.531]',-0.095,-0.005
'[11:30:14.539]',-0.115,-0.015
'[11:30:14.547]',-0.145,-0.025
'[11:30:14.555]',-0.165,-0.045
'[11:30:14.563]',-0.165,-0.035
'[11:30:14.570]',-0.165,-0.055
'[11:30:14.578]',-0.175,-0.035
'[11:30:14.586]',-0.175,-0.035
'[11:30:14.594]',-0.185,-0.035
'[11:30:14.602]',-0.175,-0.045
'[11:30:14.609]',-0.175,-0.025
'[11:30:14.617]',-0.165,-0.015
'[11:30:14.625]',-0.125,0.015
'[11:30:14.633]',-0.105,0.015
'[11:30:14.641]',-0.075,0.025
'[11:30:14.648]',-0.045,0.035
'[11:30:14.656]',0.005,0.025
'[11:30:14.664]',0.075,-0.015
'[11:30:14.672]',0.075,-0.005
'[11:30:14.680]',0.085,-0.025
'[11:30:14.688]',0.055,-0.045
'[11:30:14.695]',0.015,-0.035
'[11:30:14.703]',-0.025,-0.065
'[11:30:14.711]',-0.095,-0.085
'[11:30:14.719]',-0.155,-0.115
'[11:30:14.727]',-0.205,-0.115
'[11:30:14.734]',-0.205,-0.105
'[11:30:14.742]',-0.205,-0.115
'[11:30:14.750]',-0.185,-0.095
'[11:30:14.758]',-0.285,-0.045
'[11:30:14.766]',-0.565,0.055
'[11:30:14.773]',-0.585,0.125
'[11:30:14.781]',-0.085,-0.075
'[11:30:14.789]',0.635,-0.525
'[11:30:14.797]',0.675,-0.875
'[11:30:14.805]',0.095,-0.725
'[11:30:14.813]',-0.325,-0.435
'[11:30:14.820]',-0.345,-0.165
'[11:30:14.828]',-0.275,-0.045
'[11:30:14.836]',-0.185,-0.055
'[11:30:14.844]',-0.165,-0.075
'[11:30:14.852]',-0.145,-0.065
'[11:30:14.859]',-0.145,-0.065
'[11:30:14.867]',-0.135,-0.065
'[11:30:14.875]',-0.105,-0.065
'[11:30:14.883]',-0.095,-0.055
'[11:30:14.891]',-0.095,-0.045
'[11:30:14.898]',-0.085,-0.035
'[11:30:14.906]',-0.065,-0.035
'[11:30:14.914]',-0.035,-0.015
'[11:30:14.922]',-0.025,-0.005
'[11:30:14.930]',-0.015,0.005
'[11:30:14.938]',0.015,0.025
'[11:30:14.945]',0.045,0.045
'[11:30:14.953]',0.075,0.065
'[11:30:14.961]',0.105,0.075
'[11:30:14.969]',0.145,0.095
'[11:30:14.977]',0.195,0.105
'[11:30:14.984]',0.255,0.105
'[11:30:14.992]',0.305,0.105
'[11:30:15.000]',0.335,0.095
'[11:30:15.008]',0.365,0.085
'[11:30:15.016]',0.365,0.065
'[11:30:15.023]',0.365,0.045
'[11:30:15.031]',0.335,0.015
'[11:30:15.039]',0.305,-0.005
'[11:30:15.047]',0.255,-0.045
'[11:30:15.055]',0.205,-0.075
'[11:30:15.063]',0.165,-0.095
'[11:30:15.070]',0.135,-0.105
'[11:30:15.078]',0.115,-0.115
'[11:30:15.086]',0.095,-0.115
'[11:30:15.094]',0.085,-0.125
'[11:30:15.102]',0.105,-0.115
'[11:30:15.109]',0.115,-0.135
'[11:30:15.117]',0.115,-0.135
'[11:30:15.125]',0.125,-0.135
'[11:30:15.133]',0.125,-0.115
'[11:30:15.141]',0.135,-0.115
'[11:30:15.148]',0.135,-0.085
'[11:30:15.156]',0.175,-0.075
'[11:30:15.164]',0.195,-0.065
'[11:30:15.172]',0.225,-0.055
'[11:30:15.180]',0.265,-0.055
'[11:30:15.188]',0.325,-0.085
'[11:30:15.195]',0.355,-0.105
'[11:30:15.203]',0.355,-0.105
'[11:30:15.211]',0.335,-0.115
'[11:30:15.219]',0.325,-0.145
'[11:30:15.227]',0.305,-0.145
'[11:30:15.234]',0.245,-0.175
'[11:30:15.242]',0.185,-0.215
'[11:30:15.250]',0.135,-0.225
'[11:30:15.258]',0.105,-0.215
'[11:30:15.266]',0.095,-0.215
'[11:30:15.273]',0.095,-0.205
'[11:30:15.281]',0.115,-0.185
'[11:30:15.289]',-0.065,-0.135
'[11:30:15.297]',-0.325,0.015
'[11:30:15.305]',-0.155,-0.035
'[11:30:15.313]',0.505,-0.325
'[11:30:15.320]',1.015,-0.955
'[11:30:15.328]',0.705,-0.945
'[11:30:15.336]',0.125,-0.725
'[11:30:15.344]',-0.105,-0.405
'[11:30:15.352]',-0.025,-0.185
'[11:30:15.359]',0.055,-0.155
'[11:30:15.367]',0.135,-0.185
'[11:30:15.375]',0.145,-0.185
'[11:30:15.383]',0.145,-0.175
'[11:30:15.391]',0.155,-0.175
'[11:30:15.398]',0.155,-0.175
'[11:30:15.406]',0.185,-0.175
'[11:30:15.414]',0.195,-0.155
'[11:30:15.422]',0.195,-0.155
'[11:30:15.430]',0.245,-0.165
'[11:30:15.438]',0.245,-0.165
'[11:30:15.445]',0.245,-0.145
'[11:30:15.453]',0.275,-0.125
'[11:30:15.461]',0.265,-0.105
'[11:30:15.469]',0.305,-0.075
'[11:30:15.477]',0.335,-0.065
'[11:30:15.484]',0.375,-0.055
'[11:30:15.492]',0.425,-0.045
'[11:30:15.500]',0.465,-0.045
'[11:30:15.508]',0.495,-0.025
'[11:30:15.516]',0.535,-0.025
'[11:30:15.523]',0.565,-0.035
'[11:30:15.531]',0.605,-0.035
'[11:30:15.539]',0.635,-0.045
'[11:30:15.547]',0.645,-0.045
'[11:30:15.555]',0.635,-0.075
'[11:30:15.563]',0.605,-0.105
'[11:30:15.570]',0.525,-0.125
'[11:30:15.578]',0.465,-0.155
'[11:30:15.586]',0.395,-0.195
'[11:30:15.594]',0.355,-0.205
'[11:30:15.602]',0.325,-0.215
'[11:30:15.609]',0.295,-0.225
'[11:30:15.617]',0.295,-0.235
'[11:30:15.625]',0.295,-0.235
'[11:30:15.633]',0.285,-0.235
'[11:30:15.641]',0.275,-0.235
'[11:30:15.648]',0.265,-0.225
'[11:30:15.656]',0.255,-0.235
'[11:30:15.664]',0.275,-0.215
'[11:30:15.672]',0.285,-0.205
'[11:30:15.680]',0.305,-0.175
'[11:30:15.688]',0.355,-0.175
'[11:30:15.695]',0.365,-0.165
'[11:30:15.703]',0.365,-0.145
'[11:30:15.711]',0.405,-0.145
'[11:30:15.719]',0.465,-0.175
'[11:30:15.727]',0.525,-0.185
'[11:30:15.734]',0.525,-0.205
'[11:30:15.742]',0.505,-0.215
'[11:30:15.750]',0.485,-0.225
'[11:30:15.758]',0.445,-0.235
'[11:30:15.766]',0.375,-0.245
'[11:30:15.773]',0.315,-0.275
'[11:30:15.781]',0.225,-0.295
'[11:30:15.789]',0.215,-0.295
'[11:30:15.797]',0.205,-0.295
'[11:30:15.805]',0.205,-0.305
'[11:30:15.813]',0.215,-0.245
'[11:30:15.820]',0.075,-0.155
'[11:30:15.828]',-0.195,-0.095
'[11:30:15.836]',-0.105,-0.065
'[11:30:15.844]',0.495,-0.305
'[11:30:15.852]',1.115,-0.875
'[11:30:15.859]',0.905,-0.865
'[11:30:15.867]',0.385,-0.735
'[11:30:15.875]',0.055,-0.535
'[11:30:15.883]',0.015,-0.305
'[11:30:15.891]',0.035,-0.225
'[11:30:15.898]',0.135,-0.245
'[11:30:15.906]',0.165,-0.255
'[11:30:15.914]',0.185,-0.245
'[11:30:15.922]',0.155,-0.235
'[11:30:15.930]',0.155,-0.225
'[11:30:15.938]',0.205,-0.225
'[11:30:15.945]',0.215,-0.225
'[11:30:15.953]',0.195,-0.225
'[11:30:15.961]',0.205,-0.205
'[11:30:15.969]',0.195,-0.195
'[11:30:15.977]',0.235,-0.195
'[11:30:15.984]',0.235,-0.185
'[11:30:15.992]',0.245,-0.175
'[11:30:16.000]',0.275,-0.145
'[11:30:16.008]',0.305,-0.125
'[11:30:16.016]',0.335,-0.105
'[11:30:16.023]',0.365,-0.105
'[11:30:16.031]',0.385,-0.095
'[11:30:16.039]',0.455,-0.085
'[11:30:16.047]',0.485,-0.095
'[11:30:16.055]',0.515,-0.105
'[11:30:16.063]',0.565,-0.095
'[11:30:16.070]',0.565,-0.095
'[11:30:16.078]',0.565,-0.105
'[11:30:16.086]',0.555,-0.125
'[11:30:16.094]',0.485,-0.135
'[11:30:16.102]',0.425,-0.155
'[11:30:16.109]',0.355,-0.175
'[11:30:16.117]',0.285,-0.205
'[11:30:16.125]',0.275,-0.215
'[11:30:16.133]',0.205,-0.215
'[11:30:16.141]',0.185,-0.215
'[11:30:16.148]',0.175,-0.215
'[11:30:16.156]',0.185,-0.215
'[11:30:16.164]',0.175,-0.215
'[11:30:16.172]',0.185,-0.215
'[11:30:16.180]',0.175,-0.215
'[11:30:16.188]',0.185,-0.215
'[11:30:16.195]',0.175,-0.205
'[11:30:16.203]',0.185,-0.185
'[11:30:16.211]',0.185,-0.155
'[11:30:16.219]',0.215,-0.145
'[11:30:16.227]',0.235,-0.145
'[11:30:16.234]',0.265,-0.135
'[11:30:16.242]',0.305,-0.135
'[11:30:16.250]',0.355,-0.165
'[11:30:16.258]',0.375,-0.155
'[11:30:16.266]',0.375,-0.165
'[11:30:16.273]',0.345,-0.185
'[11:30:16.281]',0.315,-0.195
'[11:30:16.289]',0.285,-0.205
'[11:30:16.297]',0.215,-0.225
'[11:30:16.305]',0.175,-0.245
'[11:30:16.313]',0.125,-0.265
'[11:30:16.320]',0.095,-0.255
'[11:30:16.328]',0.075,-0.255
'[11:30:16.336]',0.065,-0.235
'[11:30:16.344]',0.045,-0.185
'[11:30:16.352]',-0.135,-0.125
'[11:30:16.359]',-0.315,0.005
'[11:30:16.367]',-0.125,-0.045
'[11:30:16.375]',0.465,-0.275
'[11:30:16.383]',0.925,-0.845
'[11:30:16.391]',0.715,-0.845
'[11:30:16.398]',0.245,-0.695
'[11:30:16.406]',-0.045,-0.435
'[11:30:16.414]',-0.065,-0.215
'[11:30:16.422]',-0.025,-0.165
'[11:30:16.430]',0.045,-0.185
'[11:30:16.438]',0.075,-0.185
'[11:30:16.445]',0.075,-0.175
'[11:30:16.453]',0.085,-0.175
'[11:30:16.461]',0.075,-0.165
'[11:30:16.469]',0.085,-0.175
'[11:30:16.477]',0.095,-0.165
'[11:30:16.484]',0.105,-0.155
'[11:30:16.492]',0.125,-0.165
'[11:30:16.500]',0.135,-0.145
'[11:30:16.508]',0.145,-0.125
'[11:30:16.516]',0.145,-0.115
'[11:30:16.523]',0.155,-0.085
'[11:30:16.531]',0.165,-0.075
'[11:30:16.539]',0.215,-0.045
'[11:30:16.547]',0.235,-0.035
'[11:30:16.555]',0.275,-0.025
'[11:30:16.563]',0.325,-0.015
'[11:30:16.570]',0.355,-0.015
'[11:30:16.578]',0.385,-0.015
'[11:30:16.586]',0.405,-0.015
'[11:30:16.594]',0.425,-0.015
'[11:30:16.602]',0.475,-0.025
'[11:30:16.609]',0.475,-0.025
'[11:30:16.617]',0.465,-0.035
'[11:30:16.625]',0.445,-0.045
'[11:30:16.633]',0.375,-0.065
'[11:30:16.641]',0.325,-0.095
'[11:30:16.648]',0.265,-0.105
'[11:30:16.656]',0.215,-0.135
'[11:30:16.664]',0.175,-0.145
'[11:30:16.672]',0.145,-0.145
'[11:30:16.680]',0.135,-0.165
'[11:30:16.688]',0.145,-0.155
'[11:30:16.695]',0.145,-0.135
'[11:30:16.703]',0.135,-0.135
'[11:30:16.711]',0.135,-0.135
'[11:30:16.719]',0.125,-0.135
'[11:30:16.727]',0.145,-0.115
'[11:30:16.734]',0.135,-0.105
'[11:30:16.742]',0.155,-0.075
'[11:30:16.750]',0.185,-0.065
'[11:30:16.758]',0.205,-0.055
'[11:30:16.766]',0.215,-0.045
'[11:30:16.773]',0.235,-0.045
'[11:30:16.781]',0.285,-0.065
'[11:30:16.789]',0.315,-0.075
'[11:30:16.797]',0.305,-0.075
'[11:30:16.805]',0.305,-0.105
'[11:30:16.813]',0.265,-0.115
'[11:30:16.820]',0.225,-0.125
'[11:30:16.828]',0.165,-0.145
'[11:30:16.836]',0.095,-0.165
'[11:30:16.844]',0.045,-0.175
'[11:30:16.852]',0.025,-0.175
'[11:30:16.859]',0.005,-0.175
'[11:30:16.867]',0.015,-0.165
'[11:30:16.875]',-0.025,-0.115
'[11:30:16.883]',-0.315,-0.035
'[11:30:16.891]',-0.415,0.115
'[11:30:16.898]',-0.005,-0.055
'[11:30:16.906]',0.685,-0.445
'[11:30:16.914]',0.855,-0.965
'[11:30:16.922]',0.295,-0.825
'[11:30:16.930]',-0.155,-0.495
'[11:30:16.938]',-0.195,-0.195
'[11:30:16.945]',-0.125,-0.065
'[11:30:16.953]',-0.025,-0.085
'[11:30:16.961]',-0.015,-0.105
'[11:30:16.969]',-0.015,-0.105
'[11:30:16.977]',-0.035,-0.085
'[11:30:16.984]',-0.005,-0.075
'[11:30:16.992]',0.015,-0.085
'[11:30:17.000]',0.015,-0.085
'[11:30:17.008]',0.015,-0.065
'[11:30:17.016]',0.015,-0.045
'[11:30:17.023]',0.015,-0.045
'[11:30:17.031]',0.035,-0.045
'[11:30:17.039]',0.055,-0.015
'[11:30:17.047]',0.075,0.005
'[11:30:17.055]',0.085,0.005
'[11:30:17.063]',0.105,0.045
'[11:30:17.070]',0.135,0.065
'[11:30:17.078]',0.155,0.085
'[11:30:17.086]',0.185,0.105
'[11:30:17.094]',0.215,0.105
'[11:30:17.102]',0.265,0.115
'[11:30:17.109]',0.295,0.115
'[11:30:17.117]',0.335,0.105
'[11:30:17.125]',0.345,0.115
'[11:30:17.133]',0.365,0.105
'[11:30:17.141]',0.355,0.075
'[11:30:17.148]',0.315,0.065
'[11:30:17.156]',0.285,0.025
'[11:30:17.164]',0.215,-0.005
'[11:30:17.172]',0.165,-0.025
'[11:30:17.180]',0.115,-0.045
'[11:30:17.188]',0.085,-0.065
'[11:30:17.195]',0.035,-0.075
'[11:30:17.203]',0.025,-0.065
'[11:30:17.211]',0.015,-0.065
'[11:30:17.219]',0.005,-0.065
'[11:30:17.227]',0.005,-0.065
'[11:30:17.234]',-0.005,-0.055
'[11:30:17.242]',-0.005,-0.055
'[11:30:17.250]',-0.005,-0.055
'[11:30:17.258]',-0.005,-0.035
'[11:30:17.266]',-0.015,-0.025
'[11:30:17.273]',0.005,-0.005
'[11:30:17.281]',0.005,0.005
'[11:30:17.289]',0.045,0.025
'[11:30:17.297]',0.065,0.025
'[11:30:17.305]',0.105,0.025
'[11:30:17.313]',0.165,-0.005
'[11:30:17.320]',0.185,-0.005
'[11:30:17.328]',0.175,-0.015
'[11:30:17.336]',0.145,-0.025
'[11:30:17.344]',0.105,-0.045
'[11:30:17.352]',0.075,-0.045
'[11:30:17.359]',0.005,-0.075
'[11:30:17.367]',-0.075,-0.115
'[11:30:17.375]',-0.125,-0.105
'[11:30:17.383]',-0.155,-0.105
'[11:30:17.391]',-0.155,-0.105
'[11:30:17.398]',-0.155,-0.095
'[11:30:17.406]',-0.195,-0.055
'[11:30:17.414]',-0.445,0.005
'[11:30:17.422]',-0.605,0.145
'[11:30:17.430]',-0.315,0.005
'[11:30:17.438]',0.385,-0.345
'[11:30:17.445]',0.705,-0.885
'[11:30:17.453]',0.255,-0.755
'[11:30:17.461]',-0.275,-0.505
'[11:30:17.469]',-0.415,-0.195
'[11:30:17.477]',-0.325,-0.025
'[11:30:17.484]',-0.245,-0.035
'[11:30:17.492]',-0.205,-0.055
'[11:30:17.500]',-0.195,-0.055
'[11:30:17.508]',-0.205,-0.035
'[11:30:17.516]',-0.205,-0.045
'[11:30:17.523]',-0.215,-0.045
'[11:30:17.531]',-0.195,-0.035
'[11:30:17.539]',-0.175,-0.025
'[11:30:17.547]',-0.175,-0.015
'[11:30:17.555]',-0.145,-0.005
'[11:30:17.563]',-0.145,-0.005
'[11:30:17.570]',-0.135,0.015
'[11:30:17.578]',-0.135,0.045
'[11:30:17.586]',-0.115,0.065
'[11:30:17.594]',-0.085,0.075
'[11:30:17.602]',-0.055,0.085
'[11:30:17.609]',-0.035,0.105
'[11:30:17.617]',0.015,0.125
'[11:30:17.625]',0.045,0.125
'[11:30:17.633]',0.085,0.125
'[11:30:17.641]',0.125,0.125
'[11:30:17.648]',0.135,0.125
'[11:30:17.656]',0.165,0.125
'[11:30:17.664]',0.165,0.105
'[11:30:17.672]',0.175,0.085
'[11:30:17.680]',0.125,0.055
'[11:30:17.688]',0.055,0.025
'[11:30:17.695]',-0.005,0.005
'[11:30:17.703]',-0.055,-0.015
'[11:30:17.711]',-0.105,-0.035
'[11:30:17.719]',-0.145,-0.055
'[11:30:17.727]',-0.175,-0.055
'[11:30:17.734]',-0.185,-0.055
'[11:30:17.742]',-0.185,-0.065
'[11:30:17.750]',-0.195,-0.055
'[11:30:17.758]',-0.205,-0.055
'[11:30:17.766]',-0.205,-0.045
'[11:30:17.773]',-0.225,-0.045
'[11:30:17.781]',-0.215,-0.055
'[11:30:17.789]',-0.215,-0.055
'[11:30:17.797]',-0.225,-0.035
'[11:30:17.805]',-0.205,-0.005
'[11:30:17.813]',-0.165,-0.005
'[11:30:17.820]',-0.145,0.005
'[11:30:17.828]',-0.135,0.025
'[11:30:17.836]',-0.125,0.025
'[11:30:17.844]',-0.065,-0.005
'[11:30:17.852]',-0.005,-0.005
'[11:30:17.859]',-0.015,-0.015
'[11:30:17.867]',-0.035,-0.035
'[11:30:17.875]',-0.075,-0.065
'[11:30:17.883]',-0.115,-0.055
'[11:30:17.891]',-0.165,-0.075
'[11:30:17.898]',-0.245,-0.115
'[11:30:17.906]',-0.315,-0.125
'[11:30:17.914]',-0.345,-0.125
'[11:30:17.922]',-0.345,-0.115
'[11:30:17.930]',-0.375,-0.135
'[11:30:17.938]',-0.335,-0.085
'[11:30:17.945]',-0.495,-0.025
'[11:30:17.953]',-0.775,0.045
'[11:30:17.961]',-0.735,0.065
'[11:30:17.969]',-0.225,-0.175
'[11:30:17.977]',0.375,-0.665
'[11:30:17.984]',0.385,-0.805
'[11:30:17.992]',-0.055,-0.655
'[11:30:18.000]',-0.445,-0.435
'[11:30:18.008]',-0.555,-0.155
'[11:30:18.016]',-0.525,-0.035
'[11:30:18.023]',-0.435,-0.055
'[11:30:18.031]',-0.405,-0.065
'[11:30:18.039]',-0.405,-0.065
'[11:30:18.047]',-0.405,-0.055
'[11:30:18.055]',-0.395,-0.065
'[11:30:18.063]',-0.355,-0.065
'[11:30:18.070]',-0.365,-0.055
'[11:30:18.078]',-0.375,-0.045
'[11:30:18.086]',-0.365,-0.035
'[11:30:18.094]',-0.365,-0.035
'[11:30:18.102]',-0.345,-0.015
'[11:30:18.109]',-0.335,-0.005
'[11:30:18.117]',-0.335,0.005
'[11:30:18.125]',-0.295,0.025
'[11:30:18.133]',-0.275,0.025
'[11:30:18.141]',-0.245,0.045
'[11:30:18.148]',-0.235,0.055
'[11:30:18.156]',-0.215,0.075
'[11:30:18.164]',-0.145,0.075
'[11:30:18.172]',-0.095,0.065
'[11:30:18.180]',-0.065,0.045
'[11:30:18.188]',-0.035,0.065
'[11:30:18.195]',-0.015,0.065
'[11:30:18.203]',-0.005,0.055
'[11:30:18.211]',-0.015,0.045
'[11:30:18.219]',-0.075,0.025
'[11:30:18.227]',-0.125,0.005
'[11:30:18.234]',-0.165,-0.015
'[11:30:18.242]',-0.255,-0.045
'[11:30:18.250]',-0.305,-0.065
'[11:30:18.258]',-0.335,-0.075
'[11:30:18.266]',-0.345,-0.085
'[11:30:18.273]',-0.365,-0.075
'[11:30:18.281]',-0.395,-0.085
'[11:30:18.289]',-0.385,-0.095
'[11:30:18.297]',-0.405,-0.085
'[11:30:18.305]',-0.415,-0.085
'[11:30:18.313]',-0.375,-0.075
'[11:30:18.320]',-0.395,-0.075
'[11:30:18.328]',-0.395,-0.065
'[11:30:18.336]',-0.395,-0.035
'[11:30:18.344]',-0.385,-0.035
'[11:30:18.352]',-0.355,-0.025
'[11:30:18.359]',-0.325,-0.015
'[11:30:18.367]',-0.305,-0.005
'[11:30:18.375]',-0.205,-0.045
'[11:30:18.383]',-0.185,-0.035
'[11:30:18.391]',-0.185,-0.065
'[11:30:18.398]',-0.195,-0.065
'[11:30:18.406]',-0.245,-0.085
'[11:30:18.414]',-0.275,-0.085
'[11:30:18.422]',-0.335,-0.115
'[11:30:18.430]',-0.405,-0.155
'[11:30:18.438]',-0.475,-0.165
'[11:30:18.445]',-0.515,-0.155
'[11:30:18.453]',-0.505,-0.165
'[11:30:18.461]',-0.515,-0.135
'[11:30:18.469]',-0.535,-0.055
'[11:30:18.477]',-0.835,0.025
'[11:30:18.484]',-0.955,0.125
'[11:30:18.492]',-0.495,-0.065
'[11:30:18.500]',0.265,-0.415
'[11:30:18.508]',0.485,-0.775
'[11:30:18.516]',-0.015,-0.635
'[11:30:18.523]',-0.525,-0.485
'[11:30:18.531]',-0.695,-0.215
'[11:30:18.539]',-0.675,-0.095
'[11:30:18.547]',-0.595,-0.105
'[11:30:18.555]',-0.525,-0.115
'[11:30:18.563]',-0.505,-0.115
'[11:30:18.570]',-0.505,-0.095
'[11:30:18.578]',-0.515,-0.095
'[11:30:18.586]',-0.505,-0.095
'[11:30:18.594]',-0.495,-0.095
'[11:30:18.602]',-0.475,-0.075
'[11:30:18.609]',-0.455,-0.075
'[11:30:18.617]',-0.435,-0.075
'[11:30:18.625]',-0.445,-0.065
'[11:30:18.633]',-0.425,-0.045
'[11:30:18.641]',-0.415,-0.025
'[11:30:18.648]',-0.405,-0.005
'[11:30:18.656]',-0.365,0.005
'[11:30:18.664]',-0.325,0.025
'[11:30:18.672]',-0.295,0.025
'[11:30:18.680]',-0.245,0.025
'[11:30:18.688]',-0.185,0.035
'[11:30:18.695]',-0.175,0.045
'[11:30:18.703]',-0.115,0.025
'[11:30:18.711]',-0.085,0.035
'[11:30:18.719]',-0.065,0.025
'[11:30:18.727]',-0.035,0.025
'[11:30:18.734]',-0.035,0.025
'[11:30:18.742]',-0.055,0.005
'[11:30:18.750]',-0.105,-0.005
'[11:30:18.758]',-0.185,-0.005
'[11:30:18.766]',-0.235,-0.045
'[11:30:18.773]',-0.305,-0.055
'[11:30:18.781]',-0.335,-0.065
'[11:30:18.789]',-0.345,-0.085
'[11:30:18.797]',-0.375,-0.085
'[11:30:18.805]',-0.375,-0.085
'[11:30:18.813]',-0.375,-0.085
'[11:30:18.820]',-0.375,-0.075
'[11:30:18.828]',-0.375,-0.075
'[11:30:18.836]',-0.365,-0.075
'[11:30:18.844]',-0.375,-0.075
'[11:30:18.852]',-0.375,-0.055
'[11:30:18.859]',-0.375,-0.035
'[11:30:18.867]',-0.325,-0.025
'[11:30:18.875]',-0.295,-0.015
'[11:30:18.883]',-0.275,0.005
'[11:30:18.891]',-0.245,0.015
'[11:30:18.898]',-0.195,-0.005
'[11:30:18.906]',-0.145,-0.025
'[11:30:18.914]',-0.135,-0.015
'[11:30:18.922]',-0.125,-0.035
'[11:30:18.930]',-0.155,-0.065
